,Air_TempC_Avg,Air_TempC_Max,Air_TempC_Min,Relative_Humidity_Avg,Relative_Humidity_Max,Relative_Humidity_Min,Ppt_mm_Tot,Date_datetime,frost
101,,,,,,,,2013-11-01,0
102,,,,,,,,2013-11-02,0
103,,,,,,,,2013-11-03,0
104,,,,,,,,2013-11-04,0
105,,,,,,,,2013-11-05,0
106,,,,,,,,2013-11-06,0
107,,,,,,,,2013-11-07,0
108,,,,,,,,2013-11-08,0
109,,,,,,,,2013-11-09,0
110,,,,,,,,2013-11-10,0
111,,,,,,,,2013-11-11,0
112,,,,,,,,2013-11-12,0
113,,,,,,,,2013-11-13,0
114,,,,,,,,2013-11-14,0
115,,,,,,,,2013-11-15,0
116,,,,,,,,2013-11-16,0
117,,,,,,,,2013-11-17,0
118,,,,,,,,2013-11-18,0
119,,,,,,,,2013-11-19,0
120,,,,,,,,2013-11-20,0
121,,,,,,,,2013-11-21,0
122,,,,,,,,2013-11-22,0
123,,,,,,,,2013-11-23,0
124,,,,,,,,2013-11-24,0
125,,,,,,,,2013-11-25,0
126,,,,,,,,2013-11-26,0
127,,,,,,,,2013-11-27,0
128,,,,,,,,2013-11-28,0
129,,,,,,,,2013-11-29,0
130,,,,,,,,2013-11-30,0
131,,,,,,,,2013-12-01,0
132,,,,,,,,2013-12-02,0
133,,,,,,,,2013-12-03,0
134,,,,,,,,2013-12-04,0
135,,,,,,,,2013-12-05,0
136,,,,,,,,2013-12-06,0
137,,,,,,,,2013-12-07,0
138,,,,,,,,2013-12-08,0
139,,,,,,,,2013-12-09,0
140,,,,,,,,2013-12-10,0
141,,,,,,,,2013-12-11,0
142,,,,,,,,2013-12-12,0
143,,,,,,,,2013-12-13,0
144,,,,,,,,2013-12-14,0
145,,,,,,,,2013-12-15,0
146,,,,,,,,2013-12-16,0
147,,,,,,,,2013-12-17,0
148,,,,,,,,2013-12-18,0
149,,,,,,,,2013-12-19,0
150,,,,,,,,2013-12-20,0
151,,,,,,,,2013-12-21,0
152,,,,,,,,2013-12-22,0
153,,,,,,,,2013-12-23,0
154,,,,,,,,2013-12-24,0
155,,,,,,,,2013-12-25,0
156,,,,,,,,2013-12-26,0
157,,,,,,,,2013-12-27,0
158,,,,,,,,2013-12-28,0
159,,,,,,,,2013-12-29,0
160,,,,,,,,2013-12-30,0
161,,,,,,,,2013-12-31,0
162,,,,,,,,2014-01-01,0
163,,,,,,,,2014-01-02,0
164,,,,,,,,2014-01-03,0
165,,,,,,,,2014-01-04,0
166,,,,,,,,2014-01-05,0
167,,,,,,,,2014-01-06,0
168,,,,,,,,2014-01-07,0
169,,,,,,,,2014-01-08,0
170,,,,,,,,2014-01-09,0
171,,,,,,,,2014-01-10,0
172,,,,,,,,2014-01-11,0
173,,,,,,,,2014-01-12,0
174,,,,,,,,2014-01-13,0
175,,,,,,,,2014-01-14,0
176,,,,,,,,2014-01-15,0
177,,,,,,,,2014-01-16,0
178,,,,,,,,2014-01-17,0
179,,,,,,,,2014-01-18,0
180,,,,,,,,2014-01-19,0
181,,,,,,,,2014-01-20,0
182,,,,,,,,2014-01-21,0
183,,,,,,,,2014-01-22,0
184,,,,,,,,2014-01-23,0
185,,,,,,,,2014-01-24,0
186,,,,,,,,2014-01-25,0
187,,,,,,,,2014-01-26,0
188,,,,,,,,2014-01-27,0
189,,,,,,,,2014-01-28,0
190,,,,,,,,2014-01-29,0
191,,,,,,,,2014-01-30,0
192,,,,,,,,2014-01-31,0
193,,,,,,,,2014-02-01,0
194,,,,,,,,2014-02-02,0
195,,,,,,,,2014-02-03,0
196,,,,,,,,2014-02-04,0
197,,,,,,,,2014-02-05,0
198,,,,,,,,2014-02-06,0
199,,,,,,,,2014-02-07,0
200,,,,,,,,2014-02-08,0
201,,,,,,,,2014-02-09,0
202,,,,,,,,2014-02-10,0
203,,,,,,,,2014-02-11,0
204,,,,,,,,2014-02-12,0
205,,,,,,,,2014-02-13,0
206,,,,,,,,2014-02-14,0
207,,,,,,,,2014-02-15,0
208,,,,,,,,2014-02-16,0
209,,,,,,,,2014-02-17,0
210,,,,,,,,2014-02-18,0
211,,,,,,,,2014-02-19,0
212,,,,,,,,2014-02-20,0
213,,,,,,,,2014-02-21,0
214,,,,,,,,2014-02-22,0
215,,,,,,,,2014-02-23,0
216,,,,,,,,2014-02-24,0
217,,,,,,,,2014-02-25,0
218,,,,,,,,2014-02-26,0
219,,,,,,,,2014-02-27,0
220,,,,,,,,2014-02-28,0
221,,,,,,,,2014-03-01,0
222,,,,,,,,2014-03-02,0
223,,,,,,,,2014-03-03,0
224,,,,,,,,2014-03-04,0
225,,,,,,,,2014-03-05,0
226,,,,,,,,2014-03-06,0
227,,,,,,,,2014-03-07,0
228,,,,,,,,2014-03-08,0
229,,,,,,,,2014-03-09,0
230,,,,,,,,2014-03-10,0
231,,,,,,,,2014-03-11,0
232,,,,,,,,2014-03-12,0
233,,,,,,,,2014-03-13,0
234,,,,,,,,2014-03-14,0
235,,,,,,,,2014-03-15,0
236,,,,,,,,2014-03-16,0
237,,,,,,,,2014-03-17,0
238,,,,,,,,2014-03-18,0
239,,,,,,,,2014-03-19,0
240,,,,,,,,2014-03-20,0
241,,,,,,,,2014-03-21,0
242,,,,,,,,2014-03-22,0
243,,,,,,,,2014-03-23,0
244,,,,,,,,2014-03-24,0
245,,,,,,,,2014-03-25,0
246,,,,,,,,2014-03-26,0
247,,,,,,,,2014-03-27,0
248,,,,,,,,2014-03-28,0
249,,,,,,,,2014-03-29,0
250,,,,,,,,2014-03-30,0
251,,,,,,,,2014-03-31,0
252,,,,,,,,2014-04-01,0
253,,,,,,,,2014-04-02,0
254,,,,,,,,2014-04-03,0
255,,,,,,,,2014-04-04,0
256,,,,,,,,2014-04-05,0
257,,,,,,,,2014-04-06,0
258,,,,,,,,2014-04-07,0
259,,,,,,,,2014-04-08,0
260,,,,,,,,2014-04-09,0
261,,,,,,,,2014-04-10,0
262,,,,,,,,2014-04-11,0
263,,,,,,,,2014-04-12,0
264,,,,,,,,2014-04-13,0
265,,,,,,,,2014-04-14,0
266,,,,,,,,2014-04-15,0
267,,,,,,,,2014-04-16,0
268,,,,,,,,2014-04-17,0
269,,,,,,,,2014-04-18,0
270,,,,,,,,2014-04-19,0
271,,,,,,,,2014-04-20,0
272,,,,,,,,2014-04-21,0
273,,,,,,,,2014-04-22,0
274,,,,,,,,2014-04-23,0
275,,,,,,,,2014-04-24,0
276,,,,,,,,2014-04-25,0
277,,,,,,,,2014-04-26,0
278,,,,,,,,2014-04-27,0
279,,,,,,,,2014-04-28,0
280,,,,,,,,2014-04-29,0
281,,,,,,,,2014-04-30,0
282,,,,,,,,2014-05-01,0
283,,,,,,,,2014-05-02,0
284,,,,,,,,2014-05-03,0
285,,,,,,,,2014-05-04,0
286,,,,,,,,2014-05-05,0
287,,,,,,,,2014-05-06,0
288,,,,,,,,2014-05-07,0
289,,,,,,,,2014-05-08,0
290,,,,,,,,2014-05-09,0
291,,,,,,,,2014-05-10,0
292,,,,,,,,2014-05-11,0
293,,,,,,,,2014-05-12,0
294,,,,,,,,2014-05-13,0
295,,,,,,,,2014-05-14,0
296,,,,,,,,2014-05-15,0
297,,,,,,,,2014-05-16,0
298,,,,,,,,2014-05-17,0
299,,,,,,,,2014-05-18,0
300,,,,,,,,2014-05-19,0
301,,,,,,,,2014-05-20,0
302,,,,,,,,2014-05-21,0
303,,,,,,,,2014-05-22,0
304,,,,,,,,2014-05-23,0
305,,,,,,,,2014-05-24,0
306,,,,,,,,2014-05-25,0
307,,,,,,,,2014-05-26,0
308,,,,,,,,2014-05-27,0
309,,,,,,,,2014-05-28,0
310,,,,,,,,2014-05-29,0
311,,,,,,,,2014-05-30,0
312,,,,,,,,2014-05-31,0
313,,,,,,,,2014-06-01,0
314,,,,,,,,2014-06-02,0
315,,,,,,,,2014-06-03,0
316,,,,,,,,2014-06-04,0
317,,,,,,,,2014-06-05,0
318,,,,,,,,2014-06-06,0
319,,,,,,,,2014-06-07,0
320,,,,,,,,2014-06-08,0
321,,,,,,,,2014-06-09,0
322,,,,,,,,2014-06-10,0
323,,,,,,,,2014-06-11,0
324,,,,,,,,2014-06-12,0
325,,,,,,,,2014-06-13,0
326,,,,,,,,2014-06-14,0
327,,,,,,,,2014-06-15,0
328,,,,,,,,2014-06-16,0
329,,,,,,,,2014-06-17,0
330,,,,,,,,2014-06-18,0
331,,,,,,,,2014-06-19,0
332,,,,,,,,2014-06-20,0
333,,,,,,,,2014-06-21,0
334,,,,,,,,2014-06-22,0
335,,,,,,,,2014-06-23,0
336,,,,,,,,2014-06-24,0
337,,,,,,,,2014-06-25,0
338,,,,,,,,2014-06-26,0
339,,,,,,,,2014-06-27,0
340,,,,,,,,2014-06-28,0
341,,,,,,,,2014-06-29,0
342,,,,,,,,2014-06-30,0
343,,,,,,,,2014-07-01,0
344,,,,,,,,2014-07-02,0
345,,,,,,,,2014-07-03,0
346,,,,,,,,2014-07-04,0
347,,,,,,,,2014-07-05,0
348,,,,,,,,2014-07-06,0
349,,,,,,,,2014-07-07,0
350,,,,,,,,2014-07-08,0
351,,,,,,,,2014-07-09,0
352,,,,,,,,2014-07-10,0
353,,,,,,,,2014-07-11,0
354,,,,,,,,2014-07-12,0
355,,,,,,,,2014-07-13,0
356,,,,,,,,2014-07-14,0
357,,,,,,,,2014-07-15,0
358,,,,,,,,2014-07-16,0
359,,,,,,,,2014-07-17,0
360,,,,,,,,2014-07-18,0
361,,,,,,,,2014-07-19,0
362,,,,,,,,2014-07-20,0
363,,,,,,,,2014-07-21,0
364,,,,,,,,2014-07-22,0
365,,,,,,,,2014-07-23,0
366,,,,,,,,2014-07-24,0
367,,,,,,,,2014-07-25,0
368,,,,,,,,2014-07-26,0
369,,,,,,,,2014-07-27,0
370,,,,,,,,2014-07-28,0
371,,,,,,,,2014-07-29,0
372,,,,,,,,2014-07-30,0
373,,,,,,,,2014-07-31,0
374,,,,,,,,2014-08-01,0
375,,,,,,,,2014-08-02,0
376,,,,,,,,2014-08-03,0
377,,,,,,,,2014-08-04,0
378,,,,,,,,2014-08-05,0
379,,,,,,,,2014-08-06,0
380,,,,,,,,2014-08-07,0
381,,,,,,,,2014-08-08,0
382,,,,,,,,2014-08-09,0
383,,,,,,,,2014-08-10,0
384,,,,,,,,2014-08-11,0
385,,,,,,,,2014-08-12,0
386,,,,,,,,2014-08-13,0
387,,,,,,,,2014-08-14,0
388,,,,,,,,2014-08-15,0
389,,,,,,,,2014-08-16,0
390,,,,,,,,2014-08-17,0
391,,,,,,,,2014-08-18,0
392,,,,,,,,2014-08-19,0
393,,,,,,,,2014-08-20,0
394,,,,,,,,2014-08-21,0
395,,,,,,,,2014-08-22,0
396,,,,,,,,2014-08-23,0
397,,,,,,,,2014-08-24,0
398,,,,,,,,2014-08-25,0
399,,,,,,,,2014-08-26,0
400,,,,,,,,2014-08-27,0
401,,,,,,,,2014-08-28,0
402,,,,,,,,2014-08-29,0
403,,,,,,,,2014-08-30,0
404,,,,,,,,2014-08-31,0
405,,,,,,,,2014-09-01,0
406,,,,,,,,2014-09-02,0
407,,,,,,,,2014-09-03,0
408,,,,,,,,2014-09-04,0
409,,,,,,,,2014-09-05,0
410,,,,,,,,2014-09-06,0
411,,,,,,,,2014-09-07,0
412,,,,,,,,2014-09-08,0
413,,,,,,,,2014-09-09,0
414,,,,,,,,2014-09-10,0
415,,,,,,,,2014-09-11,0
416,,,,,,,,2014-09-12,0
417,,,,,,,,2014-09-13,0
418,,,,,,,,2014-09-14,0
419,,,,,,,,2014-09-15,0
420,,,,,,,,2014-09-16,0
421,,,,,,,,2014-09-17,0
422,,,,,,,,2014-09-18,0
423,,,,,,,,2014-09-19,0
424,,,,,,,,2014-09-20,0
425,,,,,,,,2014-09-21,0
426,,,,,,,,2014-09-22,0
427,,,,,,,,2014-09-23,0
428,,,,,,,,2014-09-24,0
429,,,,,,,,2014-09-25,0
430,,,,,,,,2014-09-26,0
431,,,,,,,,2014-09-27,0
432,,,,,,,,2014-09-28,0
433,,,,,,,,2014-09-29,0
434,,,,,,,,2014-09-30,0
435,18.82,28.73,7.15,36.51,72.35,15.77,0.0,2014-10-01,0
436,16.93,27.15,6.45,36.49,73.37,7.07,0.0,2014-10-02,0
437,16.47,29.04,3.86,35.03,78.1,9.31,0.0,2014-10-03,0
438,17.53,30.93,4.75,37.78,72.16,13.22,0.0,2014-10-04,0
439,18.13,31.05,5.02,35.16,70.17,11.62,0.0,2014-10-05,0
440,17.96,30.25,5.4,35.85,67.36,12.99,0.0,2014-10-06,0
441,18.49,31.26,5.79,36.02,70.2,10.95,0.0,2014-10-07,0
442,20.91,30.84,10.91,41.26,77.86,23.66,0.0,2014-10-08,0
443,20.69,28.05,13.79,58.59,84.6,26.76,0.1,2014-10-09,0
444,18.19,26.84,8.97,61.03,94.2,27.51,0.0,2014-10-10,0
445,16.94,27.04,7.7,63.19,97.1,30.21,0.0,2014-10-11,0
446,18.85,28.13,7.99,41.55,87.4,15.04,0.0,2014-10-12,0
447,14.18,24.03,5.23,28.04,46.27,12.33,0.0,2014-10-13,0
448,13.44,26.22,0.53,36.75,69.0,14.25,0.0,2014-10-14,0
449,15.19,28.42,2.27,37.39,67.94,12.66,0.0,2014-10-15,0
450,18.42,31.47,4.59,39.94,63.13,18.49,0.0,2014-10-16,0
451,19.7,30.79,7.54,40.07,76.17,12.1,0.0,2014-10-17,0
452,19.65,27.56,10.57,43.62,68.33,28.59,0.1,2014-10-18,0
453,18.48,24.04,13.72,62.78,96.2,40.53,9.5,2014-10-19,0
454,16.61,24.23,11.29,76.37,98.2,41.83,0.2,2014-10-20,0
455,16.7,24.21,11.33,76.03,98.4,41.15,0.1,2014-10-21,0
456,16.9,26.04,9.12,72.37,98.8,31.61,0.0,2014-10-22,0
457,17.91,27.94,9.59,65.76,95.8,26.38,0.0,2014-10-23,0
458,18.1,29.51,8.49,60.31,94.9,23.38,0.0,2014-10-24,0
459,18.4,30.57,7.48,54.65,93.8,22.0,0.0,2014-10-25,0
460,19.57,30.42,8.54,49.75,86.3,20.76,0.0,2014-10-26,0
461,18.24,25.82,10.81,52.09,73.08,23.19,0.0,2014-10-27,0
462,15.05,26.54,4.88,52.24,87.9,19.83,0.0,2014-10-28,0
463,15.21,27.15,4.87,49.78,82.2,21.33,0.0,2014-10-29,0
464,15.73,28.85,3.12,41.81,81.1,14.7,0.0,2014-10-30,0
465,17.14,23.78,8.14,41.05,68.07,25.93,0.0,2014-10-31,0
466,17.59,26.05,7.48,48.68,71.62,33.32,0.0,2014-11-01,0
467,18.97,27.0,11.59,53.76,93.8,25.52,3.5,2014-11-02,0
468,13.48,17.49,10.65,88.5,98.0,55.18,5.6,2014-11-03,0
469,11.13,18.59,6.75,74.81,98.7,38.62,0.6,2014-11-04,0
470,10.15,19.74,1.8,68.61,95.3,23.52,0.0,2014-11-05,0
471,11.13,20.14,5.11,59.93,96.9,23.77,0.0,2014-11-06,0
472,10.54,20.97,1.36,67.86,96.7,33.67,0.0,2014-11-07,0
473,11.96,22.45,4.17,61.42,96.5,26.36,0.0,2014-11-08,0
474,11.04,21.66,0.84,62.9,95.8,29.01,0.0,2014-11-09,0
475,16.06,24.77,6.42,42.36,84.7,14.59,0.0,2014-11-10,0
476,15.28,23.59,6.23,44.92,73.39,26.55,0.0,2014-11-11,0
477,10.35,16.54,1.82,59.07,82.4,39.02,0.0,2014-11-12,0
478,3.7,11.35,-2.2,56.13,77.56,33.63,0.0,2014-11-13,1
479,9.01,19.91,-2.24,58.12,83.2,34.06,0.0,2014-11-14,1
480,14.07,21.34,6.73,47.58,83.2,21.79,0.0,2014-11-15,0
481,7.96,15.16,-1.96,54.57,86.7,18.11,0.4,2014-11-16,1
482,0.99,11.33,-7.97,56.04,90.0,23.3,0.0,2014-11-17,1
483,1.97,15.16,-9.02,46.73,87.0,12.79,0.0,2014-11-18,1
484,3.67,16.63,-8.57,40.19,70.64,17.68,0.0,2014-11-19,1
485,7.28,20.82,-5.64,33.43,68.71,11.57,0.0,2014-11-20,1
486,8.56,20.02,-4.01,37.06,62.48,17.64,0.0,2014-11-21,1
487,10.87,19.9,3.04,34.17,56.52,19.15,0.0,2014-11-22,0
488,9.67,19.94,-0.24,25.83,54.17,10.11,0.0,2014-11-23,1
489,4.71,14.49,-6.23,22.4,42.67,6.49,0.0,2014-11-24,1
490,4.28,14.54,-5.71,28.39,54.43,11.07,0.0,2014-11-25,1
491,6.31,21.34,-5.89,31.19,50.18,14.74,0.0,2014-11-26,1
492,8.05,22.39,-3.97,39.35,68.16,16.17,0.0,2014-11-27,1
493,7.31,21.84,-4.74,39.08,67.19,14.27,0.0,2014-11-28,1
494,10.31,24.21,-4.23,30.62,60.7,12.89,0.0,2014-11-29,1
495,10.75,23.27,-0.81,29.03,53.59,11.16,0.0,2014-11-30,1
496,8.53,21.54,-1.38,33.0,54.64,13.19,0.0,2014-12-01,1
497,7.3,17.37,-3.28,38.8,56.77,20.45,0.0,2014-12-02,1
498,13.95,23.71,4.98,43.14,68.72,24.13,0.0,2014-12-03,0
499,11.43,16.42,7.16,73.58,94.6,53.49,0.2,2014-12-04,0
500,9.12,19.62,0.43,68.34,100.0,31.49,0.1,2014-12-05,0
501,11.44,20.41,1.26,53.54,88.6,29.64,0.0,2014-12-06,0
502,10.9,21.44,1.62,57.95,93.4,28.88,0.0,2014-12-07,0
503,8.9,20.73,-2.24,57.88,91.5,27.86,0.0,2014-12-08,1
504,11.41,20.5,4.78,59.57,88.0,36.21,0.0,2014-12-09,0
505,10.94,21.73,2.71,71.39,98.5,35.81,0.0,2014-12-10,0
506,9.75,21.87,-0.36,64.34,92.9,32.17,0.0,2014-12-11,1
507,9.73,21.17,-0.64,62.1,90.9,31.64,0.0,2014-12-12,1
508,11.8,20.84,2.98,55.56,88.4,29.59,0.0,2014-12-13,0
509,6.86,14.76,-3.95,45.08,69.83,20.74,0.0,2014-12-14,1
510,3.63,15.59,-7.37,46.82,78.35,18.41,0.0,2014-12-15,1
511,5.47,15.54,-6.28,42.18,68.49,21.69,0.0,2014-12-16,1
512,6.85,14.53,-1.06,55.65,76.68,38.16,0.0,2014-12-17,1
513,6.85,13.49,0.91,74.6,97.7,39.59,4.3,2014-12-18,0
514,4.5,11.76,-2.51,79.17,99.8,29.29,0.1,2014-12-19,1
515,2.87,14.33,-6.26,70.73,96.3,31.18,0.0,2014-12-20,1
516,6.4,17.58,-3.42,62.15,94.4,26.99,0.0,2014-12-21,1
517,9.38,19.68,0.39,57.95,88.6,29.56,0.0,2014-12-22,0
518,5.49,12.9,-5.16,38.87,71.05,17.6,0.0,2014-12-23,1
519,0.01,10.79,-10.4,42.27,78.52,16.61,0.0,2014-12-24,1
520,8.08,18.27,-1.43,28.57,50.8,13.38,0.0,2014-12-25,1
521,5.0,10.55,-0.22,58.74,95.4,19.75,4.3,2014-12-26,1
522,-0.07,8.59,-5.75,60.96,87.5,33.8,0.0,2014-12-27,1
523,0.48,9.81,-9.93,58.63,88.3,29.35,0.0,2014-12-28,1
524,5.58,15.17,-2.79,44.73,88.2,13.53,0.0,2014-12-29,1
525,1.94,11.3,-4.8,51.59,72.3,29.41,0.0,2014-12-30,1
526,-3.05,3.44,-8.65,63.17,75.21,48.7,0.0,2014-12-31,1
527,0.13,7.66,-7.86,73.08,83.1,52.21,0.0,2015-01-01,1
528,0.31,7.7,-6.91,84.8,98.2,55.74,0.0,2015-01-02,1
529,0.5,10.51,-7.05,81.0,98.4,40.34,8.1,2015-01-03,1
530,1.44,13.53,-7.52,74.01,95.0,30.14,0.0,2015-01-04,1
531,2.25,16.53,-6.83,69.58,97.2,23.92,0.0,2015-01-05,1
532,4.55,19.38,-6.16,65.23,95.1,22.82,0.0,2015-01-06,1
533,4.72,17.49,-3.03,65.71,93.4,31.32,0.0,2015-01-07,1
534,3.62,10.44,-1.17,64.44,91.0,42.33,0.6,2015-01-08,1
535,3.47,7.87,-0.72,77.96,99.1,52.91,0.0,2015-01-09,1
536,3.76,9.93,0.14,70.12,93.6,50.56,0.0,2015-01-10,0
537,5.23,15.82,-2.53,81.6,99.2,45.06,0.1,2015-01-11,1
538,5.03,10.82,1.58,91.5,98.2,70.08,6.2,2015-01-12,0
539,3.32,5.82,0.06,89.5,98.9,78.13,0.1,2015-01-13,0
540,3.1,5.84,-1.19,91.5,99.7,76.63,4.4,2015-01-14,1
541,3.25,14.02,-4.31,80.8,99.6,37.18,0.2,2015-01-15,1
542,3.51,15.43,-5.75,72.03,97.3,24.21,0.0,2015-01-16,1
543,5.62,19.73,-5.16,61.51,93.7,22.24,0.0,2015-01-17,1
544,6.21,19.9,-4.24,61.29,94.7,20.95,0.0,2015-01-18,1
545,8.02,22.13,-3.2,56.57,94.1,18.04,0.0,2015-01-19,1
546,8.72,21.75,-2.79,52.18,92.1,16.92,0.0,2015-01-20,1
547,6.46,15.7,-0.94,62.52,85.7,29.9,0.0,2015-01-21,1
548,-0.19,5.65,-10.62,88.8,98.8,67.36,4.5,2015-01-22,1
549,-5.19,6.74,-15.24,81.1,95.6,44.17,5.1,2015-01-23,1
550,-1.09,13.03,-10.97,76.12,94.8,31.44,5.4,2015-01-24,1
551,2.9,15.92,-6.54,71.09,100.0,27.52,0.0,2015-01-25,1
552,5.86,17.96,-2.89,68.76,95.1,23.02,0.0,2015-01-26,1
553,10.58,21.49,2.87,65.56,91.4,26.93,0.0,2015-01-27,0
554,10.99,22.93,1.59,66.6,97.4,26.7,0.0,2015-01-28,0
555,10.0,17.11,5.11,61.9,88.0,34.57,0.0,2015-01-29,0
556,6.81,9.3,5.14,87.4,97.8,50.72,10.3,2015-01-30,0
557,7.87,12.19,4.39,94.4,99.3,74.47,3.7,2015-01-31,0
558,7.87,16.54,1.2,77.16,100.0,36.38,0.1,2015-02-01,0
